id,neighbourhood,latitude,longitude,room_type,accommodates,bedrooms,beds,bed_type,price,price_r,minimum_nights,review,reviews_per_month
5333346,South of Market,37.7778584,-122.4117759,Private room,1,1,1,Airbed,180,High,2,High,1.1
14573912,South of Market,37.78164019,-122.390026,Entire home/apt,3,1,1,Real Bed,200,High,2,Very High,0.27
6765283,South of Market,37.77062551,-122.4222927,Entire home/apt,1,1,1,Real Bed,195,High,5,Very High,0.47
12345672,South of Market,37.77742581,-122.4125025,Private room,2,1,1,Real Bed,100,Low,2,Very High,0.1
8507444,South of Market,37.77719882,-122.4076469,Entire home/apt,6,2,2,Real Bed,375,Very High,1,Very High,0.06
9464447,South of Market,37.77137958,-122.4228445,Private room,2,1,1,Real Bed,85,Low,2,Very High,0.36
14770921,South of Market,37.78824688,-122.3920197,Entire home/apt,2,1,1,Real Bed,250,High,1,Very High,0.33
3780418,South of Market,37.77576471,-122.4154915,Entire home/apt,2,0,1,Real Bed,170,High,2,High,5.68
14375718,South of Market,37.77507815,-122.417099,Entire home/apt,6,2,2,Real Bed,800,Very High,2,Medium,0.53
16605473,South of Market,37.7841902,-122.3898224,Entire home/apt,4,2,3,Real Bed,350,Very High,1,Very High,1.36
4727042,South of Market,37.77353328,-122.4038331,Private room,2,1,1,Real Bed,60,Low,1,Medium,1.1
12673183,South of Market,37.77252947,-122.4031067,Entire home/apt,5,2,2,Real Bed,220,High,2,Very High,0.27
13066385,South of Market,37.77759138,-122.4107083,Private room,2,1,1,Real Bed,150,Medium,1,Medium,0.39
4137053,South of Market,37.77241159,-122.4209302,Private room,2,1,1,Real Bed,120,Medium,3,High,1.77
640352,South of Market,37.78128197,-122.4034604,Entire home/apt,15,1,1,Real Bed,975,Very High,1,High,1.52
958507,South of Market,37.77719287,-122.4087119,Entire home/apt,8,3,3,Real Bed,220,High,31,High,2.05
2007101,South of Market,37.78018909,-122.406009,Entire home/apt,4,1,2,Real Bed,600,Very High,2,High,0.42
10061039,South of Market,37.77565423,-122.4038344,Private room,2,1,1,Real Bed,150,Medium,1,Medium,0.13
1237000,South of Market,37.78654519,-122.3902817,Private room,2,1,1,Real Bed,135,Medium,30,Very High,0.13
17483093,South of Market,37.78092025,-122.4053265,Private room,1,1,1,Real Bed,69,Low,3,Low,1
138681,South of Market,37.77284289,-122.3968654,Entire home/apt,6,3,3,Real Bed,500,Very High,4,High,0.03
15916432,South of Market,37.78011535,-122.3903317,Shared room,2,1,1,Real Bed,40,Low,10,Very High,1.51
8592695,South of Market,37.78064684,-122.4051658,Private room,2,1,1,Real Bed,195,High,3,Very High,0.11
5686663,South of Market,37.77697329,-122.3923484,Private room,1,1,1,Real Bed,120,Medium,5,Medium,0.18
17124710,South of Market,37.78201211,-122.3895166,Private room,1,1,1,Real Bed,60,Low,5,Very High,0.88
9116643,South of Market,37.77924717,-122.3921009,Entire home/apt,5,1,2,Real Bed,499,Very High,3,Very High,0.48
13770658,South of Market,37.77586252,-122.3997244,Private room,2,1,1,Real Bed,200,High,10,Very High,0.24
10395518,South of Market,37.77885804,-122.4101408,Entire home/apt,3,0,2,Real Bed,199,High,2,Medium,1.97
15916933,South of Market,37.78009348,-122.3908134,Shared room,2,1,1,Real Bed,40,Low,10,Very High,0.63
15312095,South of Market,37.77723543,-122.3923023,Private room,1,1,1,Real Bed,200,High,2,Very High,1.06
1171918,South of Market,37.77696561,-122.4047544,Entire home/apt,4,2,2,Real Bed,245,High,2,High,0.58
11083313,South of Market,37.7782596,-122.4115697,Private room,4,1,2,Real Bed,104,Medium,1,Medium,3.37
15883735,South of Market,37.78050668,-122.4035411,Private room,2,2,1,Real Bed,120,Medium,5,Low,1.64
2644770,South of Market,37.77815821,-122.3929219,Private room,1,1,1,Real Bed,250,High,1,Very High,0.03
15858137,South of Market,37.77361361,-122.3964241,Entire home/apt,5,1,2,Real Bed,210,High,1,High,3.33
7068352,South of Market,37.77900478,-122.4061766,Entire home/apt,3,1,1,Real Bed,200,High,2,Very High,0.16
3219171,South of Market,37.77761961,-122.41397,Private room,3,1,1,Real Bed,160,High,2,High,2.2
3940024,South of Market,37.77516935,-122.4179238,Entire home/apt,4,2,2,Real Bed,85,Low,8,Very High,0.03
5184693,South of Market,37.77564463,-122.40068,Private room,2,1,1,Real Bed,75,Low,1,High,2.82
15855471,South of Market,37.77298113,-122.3965329,Private room,2,1,1,Real Bed,129,Medium,1,Medium,1.28
779856,South of Market,37.77911996,-122.3988437,Private room,2,1,1,Airbed,120,Medium,1,Medium,0.34
5299327,South of Market,37.77807856,-122.4063959,Private room,2,1,1,Airbed,152,High,1,Medium,1.7
5807223,South of Market,37.78196601,-122.3968584,Entire home/apt,4,1,2,Real Bed,299,Very High,1,Medium,0.26
6691920,South of Market,37.77781164,-122.410281,Entire home/apt,2,1,1,Real Bed,215,High,2,Medium,0.79
12917824,South of Market,37.78226408,-122.401885,Entire home/apt,2,0,1,Real Bed,135,Medium,1,Very High,0.11
16177821,South of Market,37.77569065,-122.4024693,Entire home/apt,1,1,1,Real Bed,235,High,1,Very High,0.49
14339856,South of Market,37.78658506,-122.3897617,Private room,2,1,1,Real Bed,185,High,2,Very High,0.58
8226229,South of Market,37.7717853,-122.4212294,Private room,1,1,1,Real Bed,65,Low,3,Very High,0.1
806199,South of Market,37.78785664,-122.3932542,Entire home/apt,3,1,2,Real Bed,265,Very High,3,High,0.77
7902889,South of Market,37.78594,-122.3940883,Shared room,1,1,2,Real Bed,90,Low,2,High,4.77
16274869,South of Market,37.77193018,-122.417895,Entire home/apt,4,2,2,Real Bed,250,High,3,Very High,2.54
12211598,South of Market,37.77918378,-122.4060828,Private room,2,1,1,Airbed,149,Medium,2,High,1.61
1725833,South of Market,37.78898574,-122.3893313,Entire home/apt,4,2,2,Real Bed,365,Very High,28,High,0.59
7903768,South of Market,37.77697955,-122.4138419,Private room,1,1,1,Real Bed,100,Low,60,Low,0.13
13916640,South of Market,37.78177329,-122.410686,Entire home/apt,6,3,3,Real Bed,169,High,1,Low,5.73
13061396,South of Market,37.77516811,-122.3930289,Entire home/apt,6,3,3,Real Bed,600,Very High,14,Very High,0.26
15642359,South of Market,37.78426912,-122.3892322,Private room,1,1,1,Real Bed,59,Low,7,Very High,0.24
2460904,South of Market,37.78289074,-122.3936502,Entire home/apt,2,1,1,Real Bed,150,Medium,30,Medium,1.01
17111456,South of Market,37.78196946,-122.3892278,Entire home/apt,3,1,1,Real Bed,128,Medium,4,Very High,1
8149387,South of Market,37.77862913,-122.4055623,Entire home/apt,16,0,1,Real Bed,700,Very High,1,High,2.34
5904746,South of Market,37.77701318,-122.4098888,Private room,2,1,1,Real Bed,150,Medium,1,Very High,0.04
6880336,South of Market,37.77928458,-122.407103,Private room,2,1,1,Real Bed,90,Low,1,Low,0.14
7903543,South of Market,37.77646276,-122.4080515,Private room,1,1,1,Real Bed,89,Low,3,Very High,0.61
11365069,South of Market,37.77912154,-122.4044758,Private room,3,1,2,Real Bed,65,Low,1,High,9.9
17242453,South of Market,37.78209684,-122.3947724,Private room,2,1,1,Real Bed,150,Medium,2,Very High,0.67
1018426,South of Market,37.77596572,-122.4050376,Entire home/apt,4,1,3,Real Bed,311,Very High,30,High,2.1
7575510,South of Market,37.7796034,-122.4117566,Private room,2,1,1,Real Bed,75,Low,1,Medium,5.85
17192915,South of Market,37.77480282,-122.3987685,Private room,1,1,1,Real Bed,60,Low,1,Very High,0.67
17239597,South of Market,37.77569307,-122.4124275,Private room,2,1,1,Real Bed,150,Medium,2,Very High,0.67
12539103,South of Market,37.77877327,-122.4122196,Entire home/apt,2,0,1,Real Bed,95,Low,2,Very High,0.09
1840346,South of Market,37.78750619,-122.389894,Entire home/apt,3,1,1,Real Bed,185,High,3,High,1.12
7826527,South of Market,37.77738979,-122.4023717,Entire home/apt,6,2,2,Real Bed,399,Very High,1,Medium,3.06
1329465,South of Market,37.77805862,-122.395011,Entire home/apt,3,1,1,Real Bed,200,High,30,Very High,0.11
3183280,South of Market,37.77630771,-122.3950558,Entire home/apt,4,1,2,Real Bed,375,Very High,30,High,1
6181501,South of Market,37.78490189,-122.3954285,Entire home/apt,6,2,2,Real Bed,299,Very High,1,Medium,5.4
17240727,South of Market,37.7820935,-122.3949426,Entire home/apt,4,2,2,Real Bed,300,Very High,2,Very High,2
6591087,South of Market,37.77681134,-122.3971976,Private room,2,1,1,Futon,180,High,2,Very High,0.18
12325483,South of Market,37.77540369,-122.4062392,Entire home/apt,4,1,1,Real Bed,250,High,3,Very High,0.28
16847432,South of Market,37.78836496,-122.3912397,Entire home/apt,4,2,2,Real Bed,340,Very High,1,Very High,1.33
15929914,South of Market,37.78129865,-122.3898635,Entire home/apt,6,1,3,Real Bed,180,High,1,Low,1.65
2496762,South of Market,37.78827876,-122.3927862,Entire home/apt,6,2,2,Real Bed,515,Very High,1,Medium,1.39
7439398,South of Market,37.77533803,-122.4176948,Entire home/apt,2,1,1,Real Bed,249,High,3,High,0.64
7904844,South of Market,37.77978902,-122.4123198,Private room,2,1,1,Real Bed,75,Low,1,Medium,4.57
10999421,South of Market,37.7891069,-122.391145,Entire home/apt,2,0,1,Real Bed,165,High,1,Medium,2.86
11458098,South of Market,37.77616775,-122.3978304,Entire home/apt,2,1,2,Real Bed,150,Medium,1,Low,0.09
16569879,South of Market,37.78678845,-122.3917757,Entire home/apt,1,1,1,Real Bed,300,Very High,2,Very High,2.53
17528919,South of Market,37.77394298,-122.4169694,Private room,1,1,1,Real Bed,59,Low,5,Medium,4
10686929,South of Market,37.77415126,-122.4086088,Entire home/apt,2,1,1,Real Bed,120,Medium,3,High,0.8
15094108,South of Market,37.77803664,-122.3913763,Entire home/apt,2,1,1,Real Bed,982,Very High,3,Very High,0.75
13191340,South of Market,37.77403712,-122.3967211,Shared room,1,1,1,Airbed,90,Low,2,Very High,0.11
14930216,South of Market,37.78157426,-122.4103451,Entire home/apt,2,0,1,Real Bed,1000,Very High,1,Very High,0.29
16961807,South of Market,37.77769846,-122.3968851,Private room,1,1,1,Real Bed,65,Low,2,Low,0.9
7393518,South of Market,37.7751232,-122.402441,Entire home/apt,4,1,1,Real Bed,165,High,3,Medium,0.19
11374834,South of Market,37.78304899,-122.3932041,Entire home/apt,2,1,2,Real Bed,100,Low,1,Very High,0.08
9670867,South of Market,37.77678385,-122.4162431,Entire home/apt,4,1,2,Real Bed,300,Very High,2,High,1.81
11064517,South of Market,37.77835321,-122.4126981,Entire home/apt,2,1,1,Real Bed,129,Medium,2,Low,0.3
12275291,South of Market,37.77395516,-122.4022029,Private room,1,1,1,Real Bed,65,Low,3,Very High,0.18
9475200,South of Market,37.76670806,-122.3957149,Entire home/apt,5,1,3,Real Bed,500,Very High,2,Very High,0.06
13980749,South of Market,37.7676289,-122.39758,Private room,2,1,1,Real Bed,70,Low,1,Very High,0.12
15150589,South of Market,37.78649115,-122.3924504,Entire home/apt,5,1,2,Real Bed,249,High,1,Medium,6.46
8472666,South of Market,37.77218583,-122.4167222,Entire home/apt,4,2,2,Real Bed,250,High,3,Medium,0.83
13800346,South of Market,37.78316245,-122.3899761,Entire home/apt,6,2,3,Real Bed,400,Very High,2,Very High,0.12
8213379,South of Market,37.78302872,-122.3960074,Entire home/apt,3,1,1,Real Bed,244,High,2,High,0.88
12522344,South of Market,37.77237744,-122.3923111,Private room,3,1,1,Real Bed,148,Medium,1,High,7.89
8712650,South of Market,37.77239845,-122.4125715,Entire home/apt,2,0,1,Real Bed,239,High,7,Very High,0.67
15287794,South of Market,37.78016645,-122.4078939,Entire home/apt,4,1,2,Real Bed,150,Medium,1,Medium,5.06
7476075,South of Market,37.78725786,-122.3943964,Entire home/apt,2,1,2,Real Bed,189,High,3,Medium,0.5
16666098,South of Market,37.77667226,-122.4085954,Private room,2,1,1,Real Bed,80,Low,1,Very High,0.76
3199784,South of Market,37.77961188,-122.3919489,Entire home/apt,6,2,2,Real Bed,322,Very High,1,Medium,4.27
8940883,South of Market,37.77765535,-122.4043913,Entire home/apt,4,2,2,Real Bed,315,Very High,2,Medium,4.38
14390037,South of Market,37.77821597,-122.4022659,Private room,2,1,1,Real Bed,125,Medium,3,High,1.85
6625407,South of Market,37.77225553,-122.4138811,Entire home/apt,4,2,2,Real Bed,350,Very High,2,Very High,0.63
16119837,South of Market,37.77699276,-122.412514,Private room,2,1,1,Real Bed,66,Low,1,Low,0.53
11758837,South of Market,37.78159957,-122.4022755,Shared room,1,1,1,Real Bed,55,Low,2,Medium,0.25
381083,South of Market,37.78095845,-122.3889638,Private room,2,1,1,Real Bed,125,Medium,3,High,0.08
17697749,South of Market,37.78555958,-122.3892173,Private room,2,1,1,Real Bed,135,Medium,1,Very High,2
7458945,South of Market,37.77888691,-122.4063812,Entire home/apt,2,1,1,Real Bed,300,Very High,1,Medium,1.04
16973631,South of Market,37.7745452,-122.396205,Private room,3,1,1,Real Bed,150,Medium,2,Very High,1.8
908913,South of Market,37.77442699,-122.4086931,Entire home/apt,3,3,3,Real Bed,225,High,14,Medium,0.43
14139412,South of Market,37.77969754,-122.4068922,Private room,1,1,1,Real Bed,65,Low,1,Low,1.87
1901682,South of Market,37.77304144,-122.4127181,Private room,2,1,1,Real Bed,125,Medium,2,High,0.64
16883902,South of Market,37.78389289,-122.3905286,Private room,2,1,1,Real Bed,199,High,1,Medium,3.83
12207073,South of Market,37.78858944,-122.3911813,Private room,1,1,1,Real Bed,109,Medium,5,Medium,1.94
7987618,South of Market,37.77485047,-122.390484,Private room,3,1,1,Real Bed,149,Medium,1,High,1.15
16844708,South of Market,37.78425478,-122.3924081,Entire home/apt,4,1,1,Real Bed,215,High,3,Very High,4.86
8208091,South of Market,37.78245932,-122.3996654,Private room,2,1,1,Real Bed,119,Medium,2,High,0.47
7358354,South of Market,37.78242705,-122.4091008,Private room,2,1,1,Real Bed,85,Low,1,Low,0.6
16605493,South of Market,37.77913473,-122.4071388,Private room,2,1,1,Real Bed,50,Low,1,Medium,2.09
8144647,South of Market,37.77700409,-122.3964387,Private room,2,1,1,Real Bed,95,Low,3,Medium,3.2
9669444,South of Market,37.78113035,-122.4081239,Private room,2,1,1,Real Bed,225,High,1,Very High,7.41
14139488,South of Market,37.78098584,-122.4062742,Private room,1,1,1,Real Bed,79,Low,1,Medium,3.08
12796488,South of Market,37.78821602,-122.3894777,Entire home/apt,4,1,2,Real Bed,195,High,3,Very High,0.1
4129398,South of Market,37.771972,-122.4115319,Private room,1,1,1,Real Bed,91,Low,4,High,1.78
5340057,South of Market,37.7751308,-122.4164635,Private room,2,2,2,Real Bed,52,Low,2,Medium,0.56
6423969,South of Market,37.77556655,-122.3930171,Entire home/apt,2,1,2,Real Bed,80,Low,2,Medium,1.89
7030125,South of Market,37.77893454,-122.4087961,Entire home/apt,1,0,1,Real Bed,160,High,3,High,0.78
3468179,South of Market,37.77908157,-122.4088611,Private room,2,1,1,Real Bed,160,High,1,High,0.24
17225268,South of Market,37.78129564,-122.4051197,Entire home/apt,4,1,2,Real Bed,175,High,2,Medium,2.81
6767858,South of Market,37.78675727,-122.3900226,Private room,2,1,1,Real Bed,99,Low,2,Low,0.05
13141221,South of Market,37.78105184,-122.4039839,Private room,1,1,1,Real Bed,70,Low,7,Very High,0.31
14091480,South of Market,37.77614897,-122.4078707,Private room,2,1,1,Real Bed,100,Low,2,High,4.53
7939648,South of Market,37.77907454,-122.4012836,Entire home/apt,2,2,1,Real Bed,250,High,2,Medium,1.29
16780250,South of Market,37.77390369,-122.4120779,Private room,2,1,3,Real Bed,89,Low,3,Very High,2.46
1944306,South of Market,37.77856555,-122.4040136,Entire home/apt,2,1,1,Real Bed,140,Medium,5,Medium,0.12
15941939,South of Market,37.7764111,-122.4145976,Entire home/apt,2,1,1,Real Bed,195,High,1,Very High,1.6
4718898,South of Market,37.77079269,-122.4215184,Entire home/apt,2,1,1,Real Bed,207,High,30,Very High,0.18
17371769,South of Market,37.77575705,-122.4098848,Private room,2,1,1,Real Bed,75,Low,4,Very High,1
1442028,South of Market,37.7861495,-122.3935916,Entire home/apt,6,1,3,Real Bed,390,Very High,2,Medium,0.87
12024261,South of Market,37.78215607,-122.3900347,Private room,1,1,1,Real Bed,125,Medium,2,Medium,4.03
17236197,South of Market,37.78095285,-122.403351,Entire home/apt,2,1,1,Real Bed,250,High,3,Very High,0.67
1229606,South of Market,37.77629798,-122.4096559,Entire home/apt,4,1,2,Real Bed,116,Medium,31,Medium,2.15
6567853,South of Market,37.77388986,-122.3999993,Entire home/apt,4,2,2,Real Bed,245,High,3,Very High,0.25
12157566,South of Market,37.77790834,-122.4046771,Entire home/apt,6,2,4,Real Bed,379,Very High,1,Medium,3.45
14762607,South of Market,37.77474871,-122.4082868,Entire home/apt,2,1,1,Real Bed,190,High,3,Very High,0.17
13435029,South of Market,37.78306587,-122.3985699,Private room,2,1,1,Real Bed,109,Medium,2,Very High,0.11
10436695,South of Market,37.77850945,-122.4107611,Private room,2,1,1,Real Bed,94,Low,1,Medium,5.18
10813523,South of Market,37.78205625,-122.3965488,Private room,1,1,1,Real Bed,95,Low,1,Medium,1.07
4309060,South of Market,37.78589384,-122.3900965,Entire home/apt,2,1,1,Real Bed,170,High,1,Low,0.03
16056393,South of Market,37.7729067,-122.3914107,Entire home/apt,2,1,1,Real Bed,189,High,3,Very High,1.4
8487785,South of Market,37.77755711,-122.411618,Private room,2,1,1,Real Bed,260,Very High,2,Medium,0.38
41423,Noe Valley,37.73556832,-122.4330159,Entire home/apt,3,0,2,Real Bed,126,Medium,30,Medium,1.77
7091102,Noe Valley,37.73796998,-122.4284109,Entire home/apt,2,0,1,Real Bed,150,Medium,5,Medium,0.92
10613981,Noe Valley,37.73538114,-122.4307363,Private room,4,1,2,Real Bed,199,High,3,High,0.91
6452357,Noe Valley,37.7420827,-122.4264123,Entire home/apt,2,1,1,Real Bed,150,Medium,29,High,0.31
62519,Noe Valley,37.74182583,-122.4299312,Private room,1,1,1,Real Bed,120,Medium,2,High,0.92
7601779,Noe Valley,37.73375771,-122.434703,Entire home/apt,4,1,2,Real Bed,170,High,2,Medium,4.67
2096756,Noe Valley,37.73507969,-122.4394927,Entire home/apt,5,2,2,Real Bed,214,High,6,High,0.63
6782479,Noe Valley,37.73476551,-122.4319367,Entire home/apt,2,1,1,Real Bed,270,Very High,3,Very High,0.24
5863674,Noe Valley,37.73746422,-122.4287063,Entire home/apt,2,1,1,Real Bed,200,High,2,High,2.56
3081324,Noe Valley,37.73422738,-122.431293,Entire home/apt,10,3,5,Real Bed,325,Very High,3,Medium,1.88
2538348,Noe Valley,37.7385811,-122.4340929,Entire home/apt,2,1,1,Real Bed,100,Low,10,Very High,0.11
15010218,Noe Valley,37.73365785,-122.4334555,Private room,2,1,1,Real Bed,130,Medium,1,Medium,3.69
14596029,Noe Valley,37.73419642,-122.4326484,Entire home/apt,4,2,2,Real Bed,495,Very High,1,Very High,0.93
2374361,Noe Valley,37.73883604,-122.425608,Entire home/apt,4,1,2,Real Bed,200,High,3,Very High,0.15
1669240,Noe Valley,37.73984906,-122.4281852,Entire home/apt,3,0,2,Real Bed,148,Medium,3,High,1.52
13219968,Noe Valley,37.74142659,-122.4259754,Entire home/apt,8,4,6,Real Bed,600,Very High,3,Very High,0.21
1652301,Noe Valley,37.74090003,-122.4307061,Entire home/apt,4,2,3,Real Bed,225,High,3,High,0.4
4388398,Noe Valley,37.7361977,-122.429024,Entire home/apt,3,1,2,Real Bed,98,Low,3,Low,0.06
997356,Noe Valley,37.73488813,-122.4386129,Private room,2,1,1,Real Bed,111,Medium,2,High,1.15
15734755,Noe Valley,37.74132238,-122.4297346,Private room,2,1,1,Real Bed,140,Medium,2,Very High,0.81
10838870,Noe Valley,37.73968314,-122.4260775,Private room,2,1,1,Real Bed,175,High,2,Medium,0.38
14730790,Noe Valley,37.74050358,-122.4276068,Entire home/apt,10,5,5,Real Bed,344,Very High,3,High,1.43
183859,Noe Valley,37.73625672,-122.4367697,Entire home/apt,4,2,2,Real Bed,224,High,3,High,2.25
15074616,Noe Valley,37.7355557,-122.4332216,Private room,2,1,1,Real Bed,99,Low,1,High,4.22
10943827,Noe Valley,37.7388493,-122.4359413,Entire home/apt,3,1,2,Real Bed,139,Medium,2,Medium,5.36
2197345,Noe Valley,37.74176879,-122.4299927,Private room,1,1,1,Real Bed,99,Low,3,Medium,1.17
16673412,Noe Valley,37.74171188,-122.4275107,Private room,2,1,1,Real Bed,59,Low,1,Very High,1
7089833,Noe Valley,37.73628554,-122.4346851,Entire home/apt,6,3,3,Real Bed,520,Very High,3,Very High,0.07
10587791,Noe Valley,37.74118376,-122.4302487,Entire home/apt,6,2,2,Real Bed,250,High,2,Medium,1.02
4156390,Noe Valley,37.73967314,-122.4269439,Private room,2,1,1,Real Bed,75,Low,2,High,6.11
12930014,Noe Valley,37.7389651,-122.4261829,Private room,2,1,1,Real Bed,140,Medium,2,Very High,0.09
4549488,Noe Valley,37.7395245,-122.4294918,Entire home/apt,3,2,2,Real Bed,250,High,3,High,0.83
11101987,Noe Valley,37.73427647,-122.4362517,Entire home/apt,2,0,1,Real Bed,130,Medium,2,High,2.49
190722,Noe Valley,37.74215307,-122.4257957,Entire home/apt,5,3,4,Real Bed,315,Very High,7,High,0.3
3712976,Noe Valley,37.73836029,-122.4270454,Entire home/apt,4,2,2,Real Bed,178,High,28,High,0.69
14198641,Noe Valley,37.7408477,-122.4305406,Entire home/apt,2,2,1,Real Bed,130,Medium,3,Very High,0.27
992676,Noe Valley,37.73484983,-122.4340654,Entire home/apt,2,1,1,Real Bed,135,Medium,1,High,7.09
1566146,Noe Valley,37.73878462,-122.4349812,Entire home/apt,6,3,3,Real Bed,300,Very High,2,Medium,0.23
7759317,Noe Valley,37.73429744,-122.4306094,Private room,3,1,2,Real Bed,150,Medium,2,High,2.83
11100497,Noe Valley,37.73427344,-122.4362543,Entire home/apt,4,2,3,Real Bed,300,Very High,2,Very High,0.21
5918090,Noe Valley,37.73903925,-122.4266529,Entire home/apt,5,2,2,Real Bed,240,High,2,High,1.91
2778349,Noe Valley,37.74044378,-122.4285544,Entire home/apt,6,4,4,Real Bed,300,Very High,3,High,0.18
15375745,Noe Valley,37.73555673,-122.4389483,Entire home/apt,4,2,3,Real Bed,139,Medium,2,High,1.86
9051457,Noe Valley,37.73490691,-122.4297651,Entire home/apt,8,4,5,Real Bed,495,Very High,4,Very High,0.24
7561641,Noe Valley,37.73711644,-122.4274372,Private room,2,1,1,Real Bed,239,High,2,Very High,0.05
482592,Noe Valley,37.73429085,-122.4349105,Entire home/apt,6,4,4,Real Bed,500,Very High,2,Medium,1.47
13762929,Noe Valley,37.74158643,-122.4296218,Private room,2,1,1,Real Bed,86,Low,7,Medium,0.81
760794,Noe Valley,37.73868155,-122.4294852,Entire home/apt,4,2,3,Real Bed,250,High,1,Medium,0.14
1133372,Noe Valley,37.73845909,-122.4295145,Entire home/apt,4,2,3,Real Bed,195,High,4,High,0.61
11345707,Noe Valley,37.73562792,-122.4376999,Private room,2,1,1,Futon,108,Medium,3,High,2.91
11572203,Noe Valley,37.73796608,-122.4324592,Private room,2,1,1,Real Bed,100,Low,1,Very High,0.35
7228686,Noe Valley,37.73823943,-122.4358748,Entire home/apt,3,1,2,Real Bed,150,Medium,1,Medium,2.82
7987834,Noe Valley,37.73422134,-122.4311872,Entire home/apt,3,2,2,Real Bed,199,High,3,Very High,0.06
16587110,Noe Valley,37.73728816,-122.4316636,Entire home/apt,4,2,2,Real Bed,170,High,2,Very High,0.85
5395767,Noe Valley,37.73583779,-122.4356771,Entire home/apt,6,3,3,Real Bed,250,High,30,Medium,0.25
77175,Noe Valley,37.73838179,-122.4337516,Entire home/apt,2,1,1,Real Bed,135,Medium,3,High,2.57
11816435,Noe Valley,37.74147914,-122.4251045,Entire home/apt,8,4,4,Real Bed,475,Very High,2,High,1.01
12243795,Noe Valley,37.73892049,-122.4282427,Entire home/apt,2,1,1,Real Bed,180,High,5,High,0.47
3395051,Noe Valley,37.74167676,-122.4306076,Entire home/apt,6,2,3,Real Bed,500,Very High,4,Very High,0.1
6326767,Noe Valley,37.73432974,-122.4376585,Entire home/apt,2,1,1,Real Bed,161,High,2,Medium,0.4
9717685,Noe Valley,37.73385724,-122.435263,Private room,2,1,1,Real Bed,65,Low,2,Very High,0.38
4511292,Noe Valley,37.73768465,-122.4347042,Entire home/apt,3,2,2,Real Bed,175,High,1,Very High,0.14
7009654,Noe Valley,37.73631883,-122.4369148,Private room,2,1,1,Real Bed,65,Low,1,High,2.71
13222086,Noe Valley,37.73775981,-122.4366438,Entire home/apt,7,3,5,Real Bed,250,High,3,Very High,0.31
3309722,Noe Valley,37.73880541,-122.4252138,Entire home/apt,2,1,1,Real Bed,200,High,2,High,6.03
3031785,Noe Valley,37.7376339,-122.4293293,Entire home/apt,4,2,2,Real Bed,215,High,2,High,0.47
15770878,Noe Valley,37.74130655,-122.4325716,Private room,2,1,1,Real Bed,67,Low,12,Medium,0.84
4588212,Noe Valley,37.74083028,-122.4274544,Entire home/apt,5,3,4,Real Bed,250,High,2,Very High,0.04
17236753,Potrero Hill,37.76087984,-122.3884846,Entire home/apt,6,2,3,Real Bed,324,Very High,6,Very High,1
3281862,Potrero Hill,37.7559468,-122.3972535,Entire home/apt,3,1,1,Real Bed,140,Medium,2,Medium,0.15
3594285,Potrero Hill,37.76142994,-122.4018816,Entire home/apt,6,3,2,Real Bed,480,Very High,2,Medium,0.15
1935521,Potrero Hill,37.76143282,-122.3979173,Entire home/apt,5,2,4,Real Bed,300,Very High,1,High,0.5
2424297,Potrero Hill,37.75663045,-122.3983975,Private room,2,1,1,Real Bed,119,Medium,1,Very High,1.77
7156551,Potrero Hill,37.75942688,-122.3999332,Entire home/apt,4,2,4,Real Bed,300,Very High,5,Low,0.1
1618751,Potrero Hill,37.75663902,-122.4027121,Private room,2,1,1,Real Bed,249,High,1,High,0.14
3486460,Potrero Hill,37.75726938,-122.398177,Private room,2,1,1,Real Bed,133,Medium,1,High,4.74
7549488,Potrero Hill,37.76023985,-122.3989867,Entire home/apt,6,3,3,Real Bed,525,Very High,2,Very High,0.23
340429,Potrero Hill,37.75992352,-122.3949231,Entire home/apt,3,2,2,Real Bed,175,High,3,High,0.49
1750093,Potrero Hill,37.75720055,-122.3926007,Private room,2,1,1,Real Bed,300,Very High,2,Medium,1.56
15774102,Potrero Hill,37.76377835,-122.4035765,Entire home/apt,6,1,2,Real Bed,209,High,2,Very High,1.83
13332858,Potrero Hill,37.764055,-122.3951817,Entire home/apt,2,0,1,Real Bed,250,High,2,High,2.66
1454407,Potrero Hill,37.75789564,-122.4030069,Entire home/apt,6,3,4,Real Bed,500,Very High,5,High,1.33
4122671,Potrero Hill,37.75577665,-122.3894606,Private room,2,1,1,Real Bed,100,Low,3,High,0.82
8417986,Potrero Hill,37.75807816,-122.3997755,Entire home/apt,3,1,1,Real Bed,160,High,2,High,1.86
15430314,Potrero Hill,37.76159178,-122.3875206,Entire home/apt,4,2,3,Real Bed,169,High,4,Medium,1.93
2355859,Potrero Hill,37.76216762,-122.3954305,Entire home/apt,2,1,1,Real Bed,280,Very High,4,High,1.09
3416013,Potrero Hill,37.75091278,-122.3962869,Private room,2,1,1,Real Bed,133,Medium,1,High,4.06
8581778,Potrero Hill,37.76175051,-122.3895536,Entire home/apt,2,0,1,Real Bed,165,High,2,Very High,0.05
11534020,Potrero Hill,37.76178734,-122.3901492,Entire home/apt,1,0,1,Real Bed,290,Very High,1,Very High,0.08
1539723,Potrero Hill,37.75493651,-122.4012611,Entire home/apt,2,1,1,Real Bed,549,Very High,2,Very High,0.09
5242394,Potrero Hill,37.75744708,-122.3990138,Entire home/apt,3,1,2,Real Bed,140,Medium,3,High,1.18
